Player ID,WL
429,0.2692307692307692
23,0.5857142857142857
189,0.6363636363636364
47,0.492063492063492
361,0.6049382716049383
590,0.6891891891891891
557,0.2
455,0.7894736842105263
620,0.6304347826086957
499,0.6229508196721312
465,0.5147058823529411
630,0.4931506849315068
593,0.525
41,0.4691358024691358
483,0.4533333333333333
304,0.2307692307692307
677,0.6025641025641025
426,0.3333333333333333
520,0.4181818181818181
81,0.5641025641025641
445,0.4615384615384615
570,0.5308641975308642
638,0.5
101,0.7096774193548387
65,0.6835443037974683
118,0.6
539,0.6461538461538462
59,0.5949367088607594
680,0.5789473684210527
57,0.6172839506172839
19,0.4666666666666667
328,0.647887323943662
60,0.5945945945945946
173,0.3529411764705882
134,0.5942028985507246
56,0.4909090909090909
378,0.2045454545454545
248,0.4189189189189189
180,0.4545454545454545
293,0.6219512195121951
245,0.5769230769230769
117,0.5142857142857142
365,0.5061728395061729
161,0.4102564102564102
506,0.5
607,0.6463414634146342
651,0.5822784810126582
618,0.6585365853658537
66,0.6164383561643836
648,0.7
355,0.6172839506172839
603,0.6785714285714286
274,0.4868421052631579
657,0.6455696202531646
159,0.6578947368421053
459,0.581081081081081
35,0.328125
563,0.5308641975308642
92,0.7692307692307693
172,0.6
473,0.4150943396226415
277,0.4027777777777778
257,0.3333333333333333
350,0.5308641975308642
544,0.21875
412,0.6097560975609756
460,0.5272727272727272
69,0.5882352941176471
597,0.6585365853658537
392,0.4776119402985074
13,0.3611111111111111
104,0.524390243902439
546,0.2307692307692307
432,0.9076923076923076
314,0.4074074074074074
496,0.6212121212121212
661,0.6545454545454545
487,0.6707317073170732
261,0.1830985915492957
655,0.4390243902439024
351,0.4029850746268656
547,0.5975609756097561
307,0.3870967741935484
201,0.3648648648648648
85,0.5833333333333334
550,0.5569620253164557
119,0.7160493827160493
368,0.3846153846153846
373,0.5853658536585366
111,0.527027027027027
670,0.25
598,0.4
255,0.75
333,0.7
242,0.3703703703703703
139,0.5316455696202531
573,0.5238095238095238
68,0.6376811594202898
519,0.2571428571428571
372,0.5714285714285714
34,0.5490196078431373
388,0.6710526315789473
559,0.3466666666666667
434,0.5466666666666666
375,0.527027027027027
535,0.3098591549295774
634,0.6363636363636364
341,0.421875
406,0.578125
660,0.725
120,0.5857142857142857
273,0.4354838709677419
0,0.6811594202898551
195,0.4929577464788732
132,0.4864864864864865
107,0.2317073170731707
17,0.3918918918918919
16,0.4567901234567901
233,0.4024390243902439
409,0.6707317073170732
82,0.5487804878048781
349,0.6753246753246753
148,0.3783783783783784
525,0.5294117647058824
533,0.2686567164179104
433,0.7375
337,0.2125
45,0.569620253164557
181,0.5675675675675675
541,0.5121951219512195
331,0.5949367088607594
11,0.7066666666666667
88,0.6829268292682927
363,0.6081081081081081
360,0.7195121951219512
394,0.5125
262,0.2222222222222222
